country,region,mountain_id,name,data_source,issue,elevationM_in_app,snow_forecast_elevation_m_live,base_m,summit_m,server_elevation_m,map_pin_terrain_m,metres_below_base,suggested_snow_elevation_m
US,us-pa,laurel-mountain-ski-resort-pa,Laurel Mountain Ski Resort,catalogue,No base/summit data; uses map-pin elevation,760,646,,,760,752,,
US,us-pa,liberty-mountain-resort-pa,Liberty Mountain Resort,catalogue,No base/summit data; uses map-pin elevation,258,231,,,258,247,,
US,us-pa,montage-mountain-pa,Montage Mountain Resorts,catalogue,No base/summit data; uses map-pin elevation,602,512,,,602,599,,
US,us-pa,mount-pleasant-of-edinboro,Mount Pleasant of Edinboro,catalogue,No base/summit data; uses map-pin elevation,427,363,,,427,434,,
US,us-pa,roundtop-mountain-resort-pa,Roundtop Mountain Resort,catalogue,No base/summit data; uses map-pin elevation,293,255,,,293,286,,
US,us-pa,ski-big-bear-pa,Ski Big Bear at Masthope Mountain,catalogue,No base/summit data; uses map-pin elevation,392,333,,,392,391,,
US,us-pa,ski-sawmill-pa,Ski Sawmill Family Resort,catalogue,No base/summit data; uses map-pin elevation,506,430,,,506,506,,
US,us-pa,spring-mountain-adventures-pa,Spring Mountain Adventures,catalogue,No base/summit data; uses map-pin elevation,62,100,,,62,64,,
US,us-pa,tussey-mountain-pa,Tussey Mountain,catalogue,No base/summit data; uses map-pin elevation,461,392,,,461,434,,
US,us-pa,whitetail-resort-pa,Whitetail Resort,catalogue,No base/summit data; uses map-pin elevation,262,233,,,262,287,,
US,us-sd,great-bear-ski-valley,Great Bear Ski Valley,catalogue,No base/summit data; uses map-pin elevation,416,354,,,416,414,,
US,us-tn,ober-mountain,Ober Mountain,catalogue,No base/summit data; uses map-pin elevation,408,347,,,408,409,,
US,us-va,bryce-resort,Bryce Resort,catalogue,No base/summit data; uses map-pin elevation,383,326,,,383,379,,
US,us-va,the-omni-homestead-ski-area,The Omni Homestead Ski Area,catalogue,No base/summit data; uses map-pin elevation,686,583,,,686,697,,
US,us-vt,ascutney-outdoors,Ascutney Outdoors,catalogue,No base/summit data; uses map-pin elevation,328,280,,,328,310,,
US,us-vt,bolton-valley,Bolton Valley Resort,catalogue,No base/summit data; uses map-pin elevation,647,550,,,647,642,,
US,us-vt,cochrans-ski-area,Cochran's Ski Area,catalogue,No base/summit data; uses map-pin elevation,109,126,,,109,108,,
US,us-vt,middlebury-snowbowl,Middlebury Snowbowl,catalogue,No base/summit data; uses map-pin elevation,558,474,,,558,556,,
US,us-vt,saskadena-six,Saskadena Six,catalogue,No base/summit data; uses map-pin elevation,221,205,,,221,224,,
US,us-wi,alpine-valley-resort-wi,Alpine Valley Resort,catalogue,No base/summit data; uses map-pin elevation,260,232,,,260,266,,
US,us-wi,bruce-mound-wi,Bruce Mound Winter Sports Area,catalogue,No base/summit data; uses map-pin elevation,407,346,,,407,421,,
US,us-wi,christie-mountain-wi,Christie Mountain,catalogue,No base/summit data; uses map-pin elevation,403,343,,,403,403,,
US,us-wi,christmas-mountain-village-wi,Christmas Mountain Village,catalogue,No base/summit data; uses map-pin elevation,315,271,,,315,319,,
US,us-wi,devils-head-resort-wi,Devil's Head Resort,catalogue,No base/summit data; uses map-pin elevation,282,247,,,282,287,,
US,us-wi,little-switzerland-wi,Little Switzerland,catalogue,No base/summit data; uses map-pin elevation,333,283,,,333,332,,
US,us-wi,mont-du-lac-resort-wi,Mont du Lac Resort,catalogue,No base/summit data; uses map-pin elevation,223,206,,,223,216,,
US,us-wi,mount-ashwabay-wi,Mt. Ashwabay,catalogue,No base/summit data; uses map-pin elevation,404,343,,,404,406,,
US,us-wi,mount-la-crosse-wi,Mt. La Crosse,catalogue,No base/summit data; uses map-pin elevation,205,193,,,205,209,,
US,us-wi,mountain-top-at-grand-geneva-wi,The Mountain Top at Grand Geneva Resort,catalogue,No base/summit data; uses map-pin elevation,258,231,,,258,258,,
US,us-wi,nordic-mountain-wi,Nordic Mountain,catalogue,No base/summit data; uses map-pin elevation,293,255,,,293,295,,
US,us-wi,sunburst-winter-sports-park-wi,Sunburst Winter Sports Park,catalogue,No base/summit data; uses map-pin elevation,321,275,,,321,321,,
US,us-wi,trollhaugen-wi,Trollhaugen,catalogue,No base/summit data; uses map-pin elevation,329,280,,,329,333,,
US,us-wi,tyrol-basin-wi,Tyrol Basin,catalogue,No base/summit data; uses map-pin elevation,289,252,,,289,292,,
US,us-wi,whitecap-mountains-resort-wi,Whitecap Mountains Resort,catalogue,No base/summit data; uses map-pin elevation,410,348,,,410,410,,
US,us-wi,wilmot-mountain-wi,Wilmot Mountain,catalogue,No base/summit data; uses map-pin elevation,249,224,,,249,253,,
US,us-wv,oglebay-ski-area,Oglebay Ski Area,catalogue,No base/summit data; uses map-pin elevation,343,292,,,343,343,,
US,us-wv,winterplace-ski-resort,Winterplace Ski Resort,catalogue,No base/summit data; uses map-pin elevation,963,819,,,963,953,,
CA,banff-lake-louise,banff-sunshine,Banff Sunshine Village,authored,OK,2730,2430,1660,,2730,2210,,2195
CA,banff-lake-louise,lake-louise-resort,Lake Louise Ski Resort,authored,OK,2637,2337,1646,,2637,1659,,2142
CA,canada-alberta,castle-mountain-resort,Castle Mountain Resort,catalogue,OK,1842,1566,1410,2273,1842,1406,,1842
CA,canada-british-columbia,powder-king-mountain-resort,Powder King Mountain Resort,catalogue,OK,1553,1320,1267,1838,1553,963,,1552
CA,canada-british-columbia,red-mountain-resort,RED Mountain Resort,catalogue,OK,1630,1386,1185,2075,1630,1858,,1630
CA,canada-british-columbia,sasquatch-mountain-resort,Sasquatch Mountain Resort,catalogue,OK,1175,999,980,1370,1175,980,,1175
CA,canada-british-columbia,shames-mountain,Shames Mountain,catalogue,OK,945,803,700,1189,945,743,,944
CA,canada-manitoba,holiday-mountain-resort,Holiday Mountain Resort,catalogue,OK,328,280,274,381,328,484,,328
CA,canada-manitoba,mystery-mountain-winter-park,Mystery Mountain Winter Park,catalogue,OK,243,220,205,281,243,237,,243
CA,canada-new-brunswick,crabbe-mountain,Crabbe Mountain,catalogue,OK,269,238,147,390,269,371,,268
CA,canada-new-brunswick,poley-mountain,Poley Mountain,catalogue,OK,177,174,76,277,177,134,,176
CA,canada-new-brunswick,republik-nature,Républik Nature,catalogue,OK,244,221,150,338,244,150,,244
CA,canada-new-brunswick,sugarloaf-provincial-park,Sugarloaf Provincial Park,catalogue,OK,121,135,42,199,121,101,,120
CA,canada-newfoundland-labrador,smokey-mountain-ski-club,Smokey Mountain Ski Club,catalogue,OK,720,612,595,845,720,552,,720
CA,canada-newfoundland-labrador,white-hills-resort,White Hills Resort,catalogue,OK,261,233,147,374,261,214,,260
CA,canada-nova-scotia,cape-smokey,Cape Smokey,catalogue,OK,149,154,15,283,149,15,,149
CA,canada-nova-scotia,ski-ben-eoin,Ski Ben Eoin,catalogue,OK,84,109,14,154,84,0,,84
CA,canada-nova-scotia,ski-martock,Ski Martock,catalogue,OK,107,125,26,188,107,35,,107
CA,canada-nova-scotia,ski-wentworth,Ski Wentworth,catalogue,OK,172,170,55,288,172,54,,172
CA,canada-ontario,antoine-mountain,Antoine Mountain,catalogue,OK,270,239,174,366,270,255,,270
CA,canada-ontario,batawa-ski-hill,Batawa Ski Hill,catalogue,OK,55,100,30,80,55,109,,55
CA,canada-ontario,blue-mountain-resort,Blue Mountain Resort,catalogue,OK,340,289,230,450,340,347,,340
CA,canada-ontario,brimacombe,Brimacombe,catalogue,OK,264,235,218,310,264,304,,264
CA,canada-ontario,calabogie-peaks-resort,Calabogie Peaks Resort,catalogue,OK,273,241,154,392,273,303,,273
CA,canada-ontario,dagmar-ski-resort,Dagmar Ski Resort,catalogue,OK,160,162,120,199,160,289,,160
CA,canada-ontario,glen-eden,Glen Eden,catalogue,OK,284,249,248,320,284,268,,284
CA,canada-ontario,hidden-valley-highlands-ski-area,Hidden Valley Highlands Ski Area,catalogue,OK,330,281,280,380,330,375,,330
CA,canada-ontario,loch-lomond-ski-area,Loch Lomond Ski Area,catalogue,OK,341,290,251,430,341,253,,340
CA,canada-ontario,mount-pakenham,Mount Pakenham,catalogue,OK,177,174,137,217,177,213,,177
CA,canada-ontario,mount-st-louis-moonstone,Mount St. Louis Moonstone,catalogue,OK,292,254,215,368,292,239,,292
CA,canada-ontario,searchmont-resort,Searchmont Resort,catalogue,OK,361,307,233,488,361,293,,360
CA,canada-ontario,snow-valley-ski-resort,Snow Valley Ski Resort,catalogue,OK,278,245,235,320,278,244,,278
CA,canada-ontario,uplands-ski-centre,Uplands Ski Centre,catalogue,OK,185,179,170,200,185,203,,185
CA,canada-prince-edward-island,mark-arendz-provincial-ski-park-at-brookvale,Mark Arendz Provincial Ski Park at Brookvale,catalogue,OK,58,100,20,96,58,49,,58
CA,canada-quebec,le-relais,Le Relais,catalogue,OK,317,272,205,429,317,220,,317
CA,canada-quebec,massif-du-sud,Massif du Sud,catalogue,OK,715,608,515,915,715,523,,715
CA,canada-quebec,mont-grand-fonds,Mont Grand-Fonds,catalogue,OK,568,483,400,735,568,393,,568
CA,canada-quebec,mont-orford,Mont-Orford,catalogue,OK,584,496,317,850,584,378,,584
CA,canada-quebec,owl-s-head,Owl’s Head,catalogue,OK,477,405,239,714,477,348,,476
CA,canada-quebec,station-touristique-stoneham,Station touristique Stoneham,catalogue,OK,421,358,248,593,421,252,,420
CA,canada-quebec,val-saint-come,Val Saint-Côme,catalogue,OK,450,382,300,600,450,315,,450
CA,canmore,nakiska,Nakiska,authored,OK,2260,1960,,,2260,1523,,
CA,jasper,marmot-basin,Marmot Basin,authored,OK,2612,2312,,,2612,1739,,
CA,okanagan,apex-resort,Apex Mountain Resort,authored,OK,2178,1878,,,2178,1691,,
CA,okanagan,big-white,Big White Ski Resort,authored,OK,2319,2019,,,2319,1792,,
CA,powder-highway,fernie-alpine,Fernie Alpine Resort,authored,OK,2134,1834,,,2134,1076,,
CA,powder-highway,kimberley-alpine,Kimberley Alpine Resort,authored,OK,1980,1683,,,1980,1295,,
CA,powder-highway,revelstoke-mountain-resort,Revelstoke Mountain Resort,authored,OK,2225,1925,,,2225,515,,
CA,quebec-charlevoix,mont-sainte-anne,Mont-Sainte-Anne,authored,OK,800,680,,,800,796,,
CA,quebec-eastern-townships,bromont-resort,Ski Bromont,authored,OK,553,470,,,553,531,,
CA,quebec-laurentians,tremblant,Tremblant,authored,OK,875,744,,,875,242,,
CA,vancouver,cypress-mountain,Cypress Mountain,authored,OK,1440,1224,,,1440,921,,
CA,vancouver,mount-seymour,Mt Seymour,authored,OK,1265,1075,,,1265,1053,,
CA,whistler,whistler-mountain,Whistler Mountain,authored,OK,2182,1882,,,2182,2115,,
US,angel-fire,angel-fire-resort,Angel Fire Resort,authored,OK,3254,2954,,,3254,2566,,
US,aspen-snowmass,aspen-highlands,Aspen Highlands,authored,OK,3559,3259,,,3559,2804,,
US,aspen-snowmass,snowmass,Snowmass,authored,OK,3813,3513,,,3813,2619,,
US,bend,mt-bachelor,Mt. Bachelor,authored,OK,2763,2463,1737,,2763,2735,,2250
US,berkshires,berkshire-east,Berkshire East,authored,OK,561,477,,,561,483,,
US,berkshires,jiminy-peak,Jiminy Peak,authored,OK,725,616,,,725,413,,
US,big-sky,big-sky-resort,Big Sky Resort,authored,OK,3403,3103,,,3403,2296,,
US,black-hills,terry-peak,Terry Peak,authored,OK,2164,1864,,,2164,1975,,
US,blue-ridge,wintergreen-resort,Wintergreen Resort,authored,OK,1071,910,,,1071,977,,
US,boise,bogus-basin,Bogus Basin,authored,OK,2394,2094,,,2394,1894,,
US,boulder-front-range,eldora-mountain-resort,Eldora Mountain Resort,authored,OK,2853,2553,,,2853,2868,,
US,bozeman-bridger-bowl,bridger-bowl,Bridger Bowl,authored,OK,2682,2382,,,2682,1899,,
US,canaan-valley,canaan-valley-resort,Canaan Valley Resort,authored,OK,1304,1108,,,1304,985,,
US,carrabassett-valley,sugarloaf,Sugarloaf,authored,OK,1291,1097,,,1291,1277,,
US,central-massachusetts,wachusett-mountain,Wachusett Mountain,authored,OK,612,520,,,612,601,,
US,crested-butte,crested-butte-mountain-resort,Crested Butte Mountain Resort,authored,OK,3620,3320,,,3620,2865,,
US,crystal-mountain,crystal-mountain,Crystal Mountain Resort,authored,OK,2138,1838,,,2138,1436,,
US,donnelly-mccall,brundage-mountain,Brundage Mountain,authored,OK,2320,2020,,,2320,1853,,
US,donnelly-mccall,tamarack-resort,Tamarack Resort,authored,OK,1490,1266,,,1490,1505,,
US,durango,purgatory-resort,Purgatory Resort,authored,OK,3299,2999,,,3299,2731,,
US,flagstaff,arizona-snowbowl,Arizona Snowbowl,authored,OK,3511,3211,,,3511,2864,,
US,franconia-notch,cannon-mountain,Cannon Mountain,authored,OK,1244,1057,,,1244,1234,,
US,franconia-notch,loon-mountain,Loon Mountain,authored,OK,930,790,,,930,901,,
US,girdwood,alyeska-resort,Alyeska Resort,authored,OK,1201,1021,,,1201,121,,
US,harbor-springs,boyne-highlands,The Highlands,authored,OK,404,343,,,404,229,,
US,harbor-springs,boyne-mountain,Boyne Mountain,authored,OK,341,290,,,341,223,,
US,harbor-springs,nubs-nob,Nub's Nob,authored,OK,408,347,,,408,306,,
US,high-country,sugar-mountain,Sugar Mountain,authored,OK,1615,1373,,,1615,1435,,
US,highmount,belleayre-mountain,Belleayre Mountain,authored,OK,1045,888,,,1045,685,,
US,hunter,hunter-mountain,Hunter Mountain,authored,OK,975,829,,,975,801,,
US,juneau,eaglecrest-ski-area,Eaglecrest Ski Area,authored,OK,820,697,,,820,584,,
US,keweenaw-peninsula,mt-bohemia,Mt. Bohemia,authored,OK,457,388,,,457,342,,
US,lake-placid,whiteface-mountain,Whiteface Mountain,authored,OK,1483,1261,,,1483,1464,,
US,lake-tahoe-nevada,mt-rose-ski-tahoe,Mt. Rose Ski Tahoe,authored,OK,2956,2656,,,2956,2845,,
US,lakes-region,gunstock-mountain-resort,Gunstock Mountain Resort,authored,OK,684,581,,,684,497,,
US,laurel-highlands,seven-springs-mountain,Seven Springs Mountain Resort,authored,OK,913,776,,,913,757,,
US,litchfield-hills,mohawk-mountain,Mohawk Mountain,authored,OK,488,415,,,488,414,,
US,lutsen-north-shore,lutsen-mountains,Lutsen Mountains,authored,OK,514,437,,,514,372,,
US,maggie-valley,cataloochee-ski-area,Cataloochee Ski Area,authored,OK,1646,1399,,,1646,1409,,
US,mt-baker,mt-baker,Mt. Baker Ski Area,authored,OK,1515,1288,,,1515,1103,,
US,mt-hood,mt-hood-meadows,Mt. Hood Meadows,authored,OK,2225,1925,,,2225,1619,,
US,mt-hood,mt-hood-skibowl,Mt. Hood Skibowl,authored,OK,1554,1321,,,1554,1126,,
US,mt-hood,timberline-lodge,Timberline Lodge,authored,OK,2603,2303,,,2603,1817,,
US,newry-bethel,sunday-river,Sunday River,authored,OK,957,813,,,957,303,,
US,north-creek,gore-mountain,Gore Mountain,authored,OK,1097,932,,,1097,604,,
US,poconos,blue-mountain-pa,Blue Mountain Resort,authored,OK,489,416,,,489,388,,
US,poconos,camelback-mountain,Camelback Mountain Resort,authored,OK,634,539,,,634,396,,
US,poconos,shawnee-mountain,Shawnee Mountain Ski Area,authored,OK,411,349,,,411,96,,
US,rangeley,saddleback-mountain,Saddleback Mountain,authored,OK,1256,1068,,,1256,1150,,
US,red-lodge,red-lodge-mountain,Red Lodge Mountain,authored,OK,2870,2570,,,2870,2177,,
US,sandpoint,schweitzer-mountain-resort,Schweitzer Mountain Resort,authored,OK,1951,1658,,,1951,1440,,
US,santa-fe,ski-santa-fe,Ski Santa Fe,authored,OK,3681,3381,,,3681,3257,,
US,shenandoah-valley,massanutten-resort,Massanutten Resort,authored,OK,870,740,,,870,492,,
US,snoqualmie-pass,snoqualmie-pass,The Summit at Snoqualmie,authored,OK,1178,1001,,,1178,917,,
US,snowshoe,snowshoe-mountain,Snowshoe Mountain,authored,OK,1478,1256,,,1478,1453,,
US,steamboat,steamboat-resort,Steamboat Resort,authored,OK,3221,2921,,,3221,2110,,
US,stevens-pass,stevens-pass,Stevens Pass Ski Area,authored,OK,1235,1050,,,1235,1247,,
US,summit-county,copper-mountain-resort,Copper Mountain,authored,OK,2960,2660,,,3450,2966,,
US,sun-valley,bald-mountain,Bald Mountain,authored,OK,2789,2489,,,2789,2761,,
US,sun-valley,dollar-mountain,Dollar Mountain,authored,OK,2024,1724,,,2024,2001,,
US,taos,taos-ski-valley,Taos Ski Valley,authored,OK,3804,3504,,,3804,2897,,
US,telluride,telluride-ski-resort,Telluride Ski Resort,authored,OK,3815,3515,,,3815,2688,,
US,vail-valley,vail-mountain,Vail Mountain,authored,OK,3527,3227,2475,,3527,3355,,3001
US,vernon,mountain-creek-resort,Mountain Creek Resort,authored,OK,451,383,,,451,179,,
US,waterville-valley,waterville-valley-resort,Waterville Valley Resort,authored,OK,1170,994,,,1170,469,,
US,wausau,granite-peak,Granite Peak Ski Area,authored,OK,594,505,,,594,376,,
US,white-mountains,attitash-mountain-resort,Attitash Mountain Resort,authored,OK,716,609,,,716,197,,
US,white-mountains,cranmore-mountain,Cranmore Mountain,authored,OK,518,440,,,518,172,,
US,white-mountains-az,sunrise-park-resort,Sunrise Park Resort,authored,OK,3330,3030,,,3330,2848,,
US,whitefish,whitefish-mountain-resort,Whitefish Mountain Resort,authored,OK,2078,1778,,,2078,1550,,
US,windham,windham-mountain,Windham Mountain Club,authored,OK,945,803,,,945,723,,
US,winter-park,winter-park-resort,Winter Park Resort,authored,OK,3676,3376,,,3676,2772,,
US,wisconsin-dells,cascade-mountain,Cascade Mountain,authored,OK,378,321,,,378,238,,
